"","text","sentiment"
"9266","yes i know the industry procedure on baggage thanks for helping ˇòâ what about the impossible connection that started this","negative"
"9267","i agree but per the captain this issue happened before boarding amp we all sat in the plane for almost 2 hrs","negative"
"9268","and despite tailwind‚Ä will still be late flight","negative"
"9269","characters are not enough to convey the issue was directed to emailmailtocustomerrelationscom unmonitored bad","negative"
"9270","thanks sent you dm re baggage issues","positive"
"9271","i have and you have not been able to locate them its insane i trust you and pay you to look after my things and you lost them","negative"
"9272","and yet the flight attendant argued with me over exec plat benefits","negative"
"9273","please stop asking me each week to place my bag in the size check httptcoaurn07pwd4","negative"
"9274"," has me on my toes whether im going to make my flight back to boston tonight","negative"
"9275","need to check candy w working flight iah to phx on usairways she is the reason i always choose ","negative"
"9276","explain how come i can get a free upgrade on us as an exe plat but not exit row seating wout paying confused","neutral"
"9277","yes ground crew finally showed up so plane could depart very late flight","negative"
"9278","is delayed due to tail winds and need to jump on to sea leaving the same time this arrives is there a chance to hold","negative"
"9279","i have submitted my request i would appreciate a call by 9am eastern thank you","neutral"
"9280"," i need to email customer service for help and a question can you please provide the email address","neutral"
"9281"," there are significant number of folks on connecting to a few minutes hold would make many happy","neutral"
"9282"," can you help me out","neutral"
"9283","is anything being done to make flight attendants aware of aa member benefits embarrassing being argued with just happened","negative"
"9284","i have a question i need to talk to someone by email can you give me your email address thanks","neutral"
"9285","well there is certainly nothing happening in front of the scenes  ","negative"
"9286","4 hours on tarmac in charleston and still cant get a response after a week unacceptable","negative"
"9287","customer service at its best rachel s  took great care of us at the phx airport httptcohg7veqhghy","positive"
"9288","amp planes in httptcogx7qbtckbr","neutral"
"9289"," i will never fly us airways again","negative"
"9290","strikes againlate flight crew 4 for the trip and maintenance 4  worth the extra trip for less hassle and fewer delays","negative"
"9291","can you follow so i can dm you","neutral"
"9292","so i get bumped to the 6pm to birmingham which is now delayed because the pilots scheduled dont have enough hours together fail","negative"
"9293","yes thanks but took forever","negative"
"9294","as far as being delayed goes‚Ä looks like tailwinds are going to make up for it good news","negative"
"9295","horrible travel day w your airlines my 220 flight to birmingham was cancelled flightled w no notification so i couldnt get on the 405","negative"
"9296","i asked if that was sop and they said ‚Äúit is now‚Äù but yet the other 11 flights nothing is this a policy or not","negative"
"9297","while i‚Äôm asking‚Ä 2 of my 11 non upgraded flights attendants came amp greeted me amp thanked me for my business bc i was exec plat","neutral"
"9298","24 hrs of traveling and this just welcomes u back home to the us 4 hr layover and i get to watch it going to wrong destination","negative"
"9299","it is really embarrassing when asking for complimentary drinksnack detailed here httpstco9za6xb1h89 amp being argued with","negative"
